"Path","Class","Length","SHA256","SafeForGitHub"
"qa/reports/ROADMAP.md","QA","1147","052088c71913143f05dad34deede3d52145c32f2842291d1430cc77bfb1886f4","REQUIRES SENSITIVE-DATA REVIEW"
"qa/reports/SECURITY_PERMISSION_REALITY.md","QA","863","6e09dbe416962bac4c33b06d7172a85ca850ee1fa54561397f497829919443a6","REQUIRES SENSITIVE-DATA REVIEW"
"qa/reports/TOP_IMPROVEMENTS.md","QA","1545","a92c5643eb26beaaf7303d9f74492bffcccabf4154fb70dad11cb70d4297cc1d","REQUIRES SENSITIVE-DATA REVIEW"
"qa/reports/TOP_RISKS.md","QA","924","c5d7418f65dbad37fe4a10b58f1430e3e0d7f3c98d3fe96ac090dd997144246b","REQUIRES SENSITIVE-DATA REVIEW"
"qa/scripts/build-test-matrix.ps1","QA","9866","3cba3700ce489d97ee1574d6dd4fb1677fea9d4e3998ea7f7ec5253d1068ad1a","REQUIRES SENSITIVE-DATA REVIEW"
"qa/scripts/phase0-preserve.ps1","QA","4431","c11ccb788795ea3418d762e1b5a467e28ec7f6aa65b34ec3567b86af0186362b","REQUIRES SENSITIVE-DATA REVIEW"
"qa/scripts/run-critical-regression.ps1","QA","7761","c7c5498032855c38eacdce12d2be8e673fa975c4842d5ecef8c2612f8739a9a0","REQUIRES SENSITIVE-DATA REVIEW"
"qa/tests/concurrency_simulator.ps1","QA","1510","88ebb6ffdb3843c63a577ed8c17b39bac68bd414e7fd3c9c6f7992f856406f9d","REQUIRES SENSITIVE-DATA REVIEW"
"qa/tests/regression_suite.ps1","QA","2042","5c8d4610b15f8ac8365af213240a80c80bd46a55b9ea15243a28c6061a2ca83f","REQUIRES SENSITIVE-DATA REVIEW"
"qa/tests/browser/browser_qa.cjs","QA","19039","ace4186cbbcee3fa7731c9686c4cf1297f35a8b2d370efda062cf27237cfb50c","REQUIRES SENSITIVE-DATA REVIEW"
"qa/tests/browser/ux_edge_cases.cjs","QA","5602","e42da6a9061797959da3bc0b74110127ad7e5fdf8b92a2eeb4836614d96e20f3","REQUIRES SENSITIVE-DATA REVIEW"
"qa/tests/concurrency/shared_api_qa.mjs","QA","9414","963ca614871268e7a4361fe9052443cc88fd68e193ac9c6c390b7903fb5c4452","REQUIRES SENSITIVE-DATA REVIEW"
"qa/tests/fixtures/generate_image_fixtures.py","QA","1989","a35a5128c4ff6d1e50445380b736ab2bf36f1e723246f1d49e0c00d255c37db4","REQUIRES SENSITIVE-DATA REVIEW"
"qa/tests/fixtures/image-fixtures.json","QA","777","f9a061b8ed6a204b62ccbe6cf4720883ed969e4f3a311a95890a8d241be3eaa3","REQUIRES SENSITIVE-DATA REVIEW"
"qa/tests/fixtures/mechlex-qa-10mb.png","QA","10485760","d8c479d6966b0948b5b7850e7828f94b5c2397c683b2101e53de9be214fc8e6a","REQUIRES SENSITIVE-DATA REVIEW"
"qa/tests/fixtures/mechlex-qa-15mb.png","QA","15728640","4e0e8a3c5b5b7c41644b2553c40eb424260af883d980e6d10ee8247ec681f8d7","REQUIRES SENSITIVE-DATA REVIEW"
"qa/tests/fixtures/mechlex-qa-1mb.png","QA","1048576","d446a8acf9214f5d3445bbb30b65e55cfe07a5aa046a722b9645a2e29c7d7c3d","REQUIRES SENSITIVE-DATA REVIEW"
"qa/tests/fixtures/mechlex-qa-3mb.png","QA","3145728","185ff123ad54cf15e3c95a75256f7b6ffa56320cfc8ca3934f51f95f3354c964","REQUIRES SENSITIVE-DATA REVIEW"
"qa/tests/fixtures/mechlex-qa-5mb.png","QA","5242880","6ddbff259c06b376242725c5fdec149476d0dc8c716fe1a5bd4719f04a977f29","REQUIRES SENSITIVE-DATA REVIEW"
"qa/tests/fixtures/mechlex-qa-8mb.png","QA","8388608","5b12468fd6d53f159d26763651c205682e5df08f04274201ef8e4ac88e60d6b1","REQUIRES SENSITIVE-DATA REVIEW"
"qa/tests/fixtures/mechlex-qa-corrupt.png","QA","29","895622e8ffffd1d4bc533e9736a9aa13315648407f739ad1cebdb693740a939c","REQUIRES SENSITIVE-DATA REVIEW"
"qa/tests/integration/static_audit.mjs","QA","5556","219d1f4dd7d113a84a133da6d39420dbc780f10af72d21cc917f542bd39d7baa","REQUIRES SENSITIVE-DATA REVIEW"
"qa/tests/performance/image_capacity_api.mjs","QA","4932","23eeb1c593e5f33a8f1cacb7ce99c6948588f48b8ed6dd7ac01905abe6df7a1a","REQUIRES SENSITIVE-DATA REVIEW"
"גיבוי וורד - MechLex_Visual_Admin_Fork/app.js.docx","Documentation backup","94041","111cd2aae552a1eff45fec3ef7885adbc87c7b9ccca22ba9900f6d3714c66e0a","NOT ASSESSED IN H0"
"גיבוי וורד - MechLex_Visual_Admin_Fork/CHANGELOG_HE.txt.docx","Documentation backup","38941","4077c82ac1e7ac827ae3c95d8c26b7f8e4652b06a8a079f930f5704ffad9102f","NOT ASSESSED IN H0"
"גיבוי וורד - MechLex_Visual_Admin_Fork/index.html.docx","Documentation backup","48561","2ad6cf8f79f9cd24c3bfdb47dc24044b3864c3a1af0d09321c779f4e599b31f1","NOT ASSESSED IN H0"
"גיבוי וורד - MechLex_Visual_Admin_Fork/MANIFEST_SHA256.txt.docx","Documentation backup","38324","bb552e87c5f63bc119edace18e476940397a51774fa7e2cd7221afddcf5b4cd1","NOT ASSESSED IN H0"
"גיבוי וורד - MechLex_Visual_Admin_Fork/package.json.docx","Documentation backup","36891","5fbf4ef2cbffd36a0b891d35ea029d403b59d3bcf1af6c348a2faff75d3f27b9","NOT ASSESSED IN H0"
"גיבוי וורד - MechLex_Visual_Admin_Fork/QUALITY_REPORT_HE.txt.docx","Documentation backup","38218","e5ef63ee45ceb1f32f07b5bab0c4ddbef25889c98039b3822de0c4e085ae0aed","NOT ASSESSED IN H0"
"גיבוי וורד - MechLex_Visual_Admin_Fork/README_HE.txt.docx","Documentation backup","46471","cfbb5b4ae97b92e03e030be1ff47e7c69c4c908db45e96af26682c5fb49915bc","NOT ASSESSED IN H0"
"גיבוי וורד - MechLex_Visual_Admin_Fork/SHARED_DATA_PATH.txt.docx","Documentation backup","36806","4fadd52793b1c39db525adaaa7e6dc9a7e6d7de1e9eb6cd89d9ad1adbece2d76","NOT ASSESSED IN H0"
"גיבוי וורד - MechLex_Visual_Admin_Fork/START_MECHLEX.bat.docx","Documentation backup","36718","80bd45fbc890a2a23c6e72d3e63e2e5b8ac79f5226800bc17d29ca0a6826867a","NOT ASSESSED IN H0"
"גיבוי וורד - MechLex_Visual_Admin_Fork/style.css.docx","Documentation backup","67288","78580cbc9d2e117bf179c348b60eede9189c5792c991cb10ccb8a6b7a5bf830a","NOT ASSESSED IN H0"
"גיבוי וורד - MechLex_Visual_Admin_Fork/TEST_REPORT_HE.txt.docx","Documentation backup","39261","030a81765578883728de35690cf828f41e465b7d18d3d0623a18233bf1c20b84","NOT ASSESSED IN H0"
"גיבוי וורד - MechLex_Visual_Admin_Fork/VERSION.txt.docx","Documentation backup","36794","b9c5991749f17a668f7c81f18597a2078c6fc27577fa136386421ddfbc244b9f","NOT ASSESSED IN H0"
"גיבוי וורד - MechLex_Visual_Admin_Fork/הוראות_התקנה.txt.docx","Documentation backup","37447","d41a0c4a117de8cb5f5348fc1f725b864f1f6ece8b6aeaf98cc3e3a9958a571b","NOT ASSESSED IN H0"
"גיבוי וורד - MechLex_Visual_Admin_Fork/backups/content-backup-initial.json.docx","Documentation backup","44325","d190693705078867bfca3c1fb07bed74eff3e21d03f56784c606818d3f6db58e","REQUIRES SENSITIVE-DATA REVIEW"
"גיבוי וורד - MechLex_Visual_Admin_Fork/backups/full-admin-backup-initial.json.docx","Documentation backup","44632","d32be88afb46d7fe98630e74348f06193d9b67ea99d32bf74085bb9c730d4bba","REQUIRES SENSITIVE-DATA REVIEW"
"גיבוי וורד - MechLex_Visual_Admin_Fork/core/boot.js.docx","Documentation backup","37257","e84026a111d4306fdd3015a7d3232c71eec717c012293f6595d2514ad4e52ccf","NOT ASSESSED IN H0"
"גיבוי וורד - MechLex_Visual_Admin_Fork/core/inline-editor.js.docx","Documentation backup","39803","0e8a1841f6cf4e86455ed5b91a4ab45852e53ff189051b5084bd2623959fbf02","NOT ASSESSED IN H0"
"גיבוי וורד - MechLex_Visual_Admin_Fork/core/integrity.js.docx","Documentation backup","44249","c187159c16c1727d8e9a441b0ccea2c9d790afa033f629f7ddae2425d16d4f00","NOT ASSESSED IN H0"
"גיבוי וורד - MechLex_Visual_Admin_Fork/core/persistence.js.docx","Documentation backup","44919","ffcd46709a88d722e081b3347e07e9442fab49bf36c7861a8da42f4338ad4815","NOT ASSESSED IN H0"
"גיבוי וורד - MechLex_Visual_Admin_Fork/core/shared-sync.js.docx","Documentation backup","40144","32a8be126de901026b7278df79d913ad1ce0e9458269c966eb4a913083345e3a","NOT ASSESSED IN H0"
"גיבוי וורד - MechLex_Visual_Admin_Fork/core/start-local-server.ps1.docx","Documentation backup","41811","8b227370ccc78b49b64d285447f4ab4bbf55fa080c38e99095ec2c55756f038d","NOT ASSESSED IN H0"
"גיבוי וורד - MechLex_Visual_Admin_Fork/data/mechlex-data.js.docx","Documentation backup","43751","c0430d3657869e91d53b34eb34c626f5520bc897a42e4c14bcee648f30757569","NOT ASSESSED IN H0"
"גיבוי וורד - MechLex_Visual_Admin_Fork/images/catalog.js.docx","Documentation backup","36659","206385f349b931ff7786dee58ef3ab9859ac62b25c7d9b2264da724a60040cb3","REQUIRES SENSITIVE-DATA REVIEW"
"גיבוי וורד - MechLex_Visual_Admin_Fork/images/mechlex-icon.svg.docx","Documentation backup","36929","e60077aa8400467f9877e34f3e482c0d9b2429ae59b4df70b55f01f0c75e3890","REQUIRES SENSITIVE-DATA REVIEW"
"גיבוי וורד - MechLex_Visual_Admin_Fork/images/README_IMAGES.txt.docx","Documentation backup","37096","0cd31ef8900764791d8522958fbef073b5d1d9c6fb2d1df6f99ff199d142bfa5","REQUIRES SENSITIVE-DATA REVIEW"
"גיבוי וורד - MechLex_Visual_Admin_Fork/tests/browser-layout.cjs.docx","Documentation backup","40190","30a67438d133cc6d8c7a796e715f2807abeeb7a59858679c7a8520f576fc26ec","NOT ASSESSED IN H0"
"גיבוי וורד - MechLex_Visual_Admin_Fork/tests/browser-smoke.cjs.docx","Documentation backup","41999","0fe3e581b3fa87b5a03f73d152763cf4d43366353dc5199cb4429b237d9bc7bc","NOT ASSESSED IN H0"
"גיבוי וורד - MechLex_Visual_Admin_Fork/tests/build-manifest.cjs.docx","Documentation backup","37260","d8a3619b92e6a11b0724b222c270710c055d45827e60662d45e90b21652ff95d","NOT ASSESSED IN H0"
"גיבוי וורד - MechLex_Visual_Admin_Fork/tests/build-word-backup.py.docx","Documentation backup","38831","38699eb5919d9678c9cd5a7bebb8b28faa6df17a8e0cf9379e507ee02beb68fe","REQUIRES SENSITIVE-DATA REVIEW"
"גיבוי וורד - MechLex_Visual_Admin_Fork/tests/README_HE.txt.docx","Documentation backup","37075","01670aedcb7c238e393b04ec17f1f671e5463b650f772f08a6a37516a574080b","NOT ASSESSED IN H0"
"גיבוי וורד - MechLex_Visual_Admin_Fork/tests/shared-sync.cjs.docx","Documentation backup","39259","824a0135b2ca642830ca7b3f0d1a95e92ef2ba9b360f6bd496b8519b1e941e62","NOT ASSESSED IN H0"
"גיבוי וורד - MechLex_Visual_Admin_Fork/tests/validate-project.cjs.docx","Documentation backup","40046","e7b649c0f10c32728f9127d1228c2d8a07cfc4d38319aa70f22c813f4c4529a2","NOT ASSESSED IN H0"
