"Path","HandoffClass","HandoffRequired","RebuiltRuntimeRequired","Error"
"qa/workspaces/concurrency-b/README_HE.txt","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/concurrency-b/SHARED_DATA_PATH.txt","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/concurrency-b/START_MECHLEX.bat","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/concurrency-b/style.css","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/concurrency-b/TEST_REPORT_HE.txt","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/concurrency-b/VERSION.txt","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/concurrency-b/גיבוי וורד - MechLex_Visual_Admin_Fork/app.js.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/concurrency-b/גיבוי וורד - MechLex_Visual_Admin_Fork/backups/content-backup-initial.json.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/concurrency-b/גיבוי וורד - MechLex_Visual_Admin_Fork/backups/full-admin-backup-initial.json.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/concurrency-b/גיבוי וורד - MechLex_Visual_Admin_Fork/CHANGELOG_HE.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/concurrency-b/גיבוי וורד - MechLex_Visual_Admin_Fork/core/boot.js.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/concurrency-b/גיבוי וורד - MechLex_Visual_Admin_Fork/core/inline-editor.js.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/concurrency-b/גיבוי וורד - MechLex_Visual_Admin_Fork/core/integrity.js.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/concurrency-b/גיבוי וורד - MechLex_Visual_Admin_Fork/core/persistence.js.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/concurrency-b/גיבוי וורד - MechLex_Visual_Admin_Fork/core/shared-sync.js.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/concurrency-b/גיבוי וורד - MechLex_Visual_Admin_Fork/core/start-local-server.ps1.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/concurrency-b/גיבוי וורד - MechLex_Visual_Admin_Fork/data/mechlex-data.js.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/concurrency-b/גיבוי וורד - MechLex_Visual_Admin_Fork/images/catalog.js.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/concurrency-b/גיבוי וורד - MechLex_Visual_Admin_Fork/images/mechlex-icon.svg.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/concurrency-b/גיבוי וורד - MechLex_Visual_Admin_Fork/images/README_IMAGES.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/concurrency-b/גיבוי וורד - MechLex_Visual_Admin_Fork/index.html.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/concurrency-b/גיבוי וורד - MechLex_Visual_Admin_Fork/MANIFEST_SHA256.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/concurrency-b/גיבוי וורד - MechLex_Visual_Admin_Fork/package.json.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/concurrency-b/גיבוי וורד - MechLex_Visual_Admin_Fork/QUALITY_REPORT_HE.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/concurrency-b/גיבוי וורד - MechLex_Visual_Admin_Fork/README_HE.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/concurrency-b/גיבוי וורד - MechLex_Visual_Admin_Fork/SHARED_DATA_PATH.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/concurrency-b/גיבוי וורד - MechLex_Visual_Admin_Fork/START_MECHLEX.bat.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/concurrency-b/גיבוי וורד - MechLex_Visual_Admin_Fork/style.css.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/concurrency-b/גיבוי וורד - MechLex_Visual_Admin_Fork/tests/browser-layout.cjs.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/concurrency-b/גיבוי וורד - MechLex_Visual_Admin_Fork/tests/browser-smoke.cjs.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/concurrency-b/גיבוי וורד - MechLex_Visual_Admin_Fork/tests/build-manifest.cjs.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/concurrency-b/גיבוי וורד - MechLex_Visual_Admin_Fork/tests/build-word-backup.py.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/concurrency-b/גיבוי וורד - MechLex_Visual_Admin_Fork/tests/README_HE.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/concurrency-b/גיבוי וורד - MechLex_Visual_Admin_Fork/tests/shared-sync.cjs.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/concurrency-b/גיבוי וורד - MechLex_Visual_Admin_Fork/tests/validate-project.cjs.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/concurrency-b/גיבוי וורד - MechLex_Visual_Admin_Fork/TEST_REPORT_HE.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/concurrency-b/גיבוי וורד - MechLex_Visual_Admin_Fork/VERSION.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/concurrency-b/גיבוי וורד - MechLex_Visual_Admin_Fork/הוראות_התקנה.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/concurrency-b/הוראות_התקנה.txt","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/core-ui-shared/.mechlex-state.lock","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/core-ui-shared/history/state-r1-20260724T221203054Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/core-ui-shared/history/state-r2-20260724T221212765Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/core-ui-shared/history/state-r3-20260724T221213846Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/core-ui-shared/history/state-r4-20260724T221216916Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/core-ui-shared/history/state-r5-20260724T221607381Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/core-ui-shared/history/state-r6-20260724T221610135Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/core-ui-shared/state.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/core-ui-shared/state.previous.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/app.js","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/backups/content-backup-initial.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/backups/full-admin-backup-initial.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/backups/README.md","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/CHANGELOG_HE.txt","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/core/boot.js","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/core/inline-editor.js","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/core/integrity.js","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/core/persistence.js","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/core/README.md","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/core/shared-sync.js","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/core/start-local-server.ps1","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/data/mechlex-data.js","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/data/README.md","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/images/catalog.js","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/images/mechlex-icon.svg","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/images/README.md","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/images/README_IMAGES.txt","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/index.html","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/QUALITY_REPORT_HE.txt","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/README.md","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/README_HE.txt","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/SHARED_DATA_PATH.txt","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/START_MECHLEX.bat","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/style.css","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/TEST_REPORT_HE.txt","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/VERSION.txt","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/גיבוי וורד - MechLex_Visual_Admin_Fork/app.js.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/גיבוי וורד - MechLex_Visual_Admin_Fork/backups/content-backup-initial.json.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/גיבוי וורד - MechLex_Visual_Admin_Fork/backups/full-admin-backup-initial.json.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/גיבוי וורד - MechLex_Visual_Admin_Fork/CHANGELOG_HE.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/גיבוי וורד - MechLex_Visual_Admin_Fork/core/boot.js.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/גיבוי וורד - MechLex_Visual_Admin_Fork/core/inline-editor.js.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/גיבוי וורד - MechLex_Visual_Admin_Fork/core/integrity.js.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/גיבוי וורד - MechLex_Visual_Admin_Fork/core/persistence.js.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/גיבוי וורד - MechLex_Visual_Admin_Fork/core/shared-sync.js.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/גיבוי וורד - MechLex_Visual_Admin_Fork/core/start-local-server.ps1.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/גיבוי וורד - MechLex_Visual_Admin_Fork/data/mechlex-data.js.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/גיבוי וורד - MechLex_Visual_Admin_Fork/images/catalog.js.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/גיבוי וורד - MechLex_Visual_Admin_Fork/images/mechlex-icon.svg.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/גיבוי וורד - MechLex_Visual_Admin_Fork/images/README_IMAGES.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/גיבוי וורד - MechLex_Visual_Admin_Fork/index.html.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/גיבוי וורד - MechLex_Visual_Admin_Fork/MANIFEST_SHA256.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/גיבוי וורד - MechLex_Visual_Admin_Fork/package.json.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/גיבוי וורד - MechLex_Visual_Admin_Fork/QUALITY_REPORT_HE.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/גיבוי וורד - MechLex_Visual_Admin_Fork/README_HE.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/גיבוי וורד - MechLex_Visual_Admin_Fork/SHARED_DATA_PATH.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/גיבוי וורד - MechLex_Visual_Admin_Fork/START_MECHLEX.bat.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/גיבוי וורד - MechLex_Visual_Admin_Fork/style.css.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/גיבוי וורד - MechLex_Visual_Admin_Fork/tests/browser-layout.cjs.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/גיבוי וורד - MechLex_Visual_Admin_Fork/tests/browser-smoke.cjs.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/גיבוי וורד - MechLex_Visual_Admin_Fork/tests/build-manifest.cjs.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/גיבוי וורד - MechLex_Visual_Admin_Fork/tests/build-word-backup.py.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/גיבוי וורד - MechLex_Visual_Admin_Fork/tests/README_HE.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/גיבוי וורד - MechLex_Visual_Admin_Fork/tests/shared-sync.cjs.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/גיבוי וורד - MechLex_Visual_Admin_Fork/tests/validate-project.cjs.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/גיבוי וורד - MechLex_Visual_Admin_Fork/TEST_REPORT_HE.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/גיבוי וורד - MechLex_Visual_Admin_Fork/VERSION.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/גיבוי וורד - MechLex_Visual_Admin_Fork/הוראות_התקנה.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/destructive/הוראות_התקנה.txt","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/image-api-1784931324970/.mechlex-state.lock","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/image-api-1784931324970/history/state-r1-20260724T221525966Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/image-api-1784931324970/history/state-r2-20260724T221526612Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/image-api-1784931324970/history/state-r3-20260724T221528251Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/image-api-1784931324970/history/state-r4-20260724T221531089Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/image-api-1784931324970/history/state-r5-20260724T221535745Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/image-api-1784931324970/history/state-r6-20260724T221541544Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/image-api-1784931324970/state.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/image-api-1784931324970/state.previous.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/image-api-1784931665452/.mechlex-state.lock","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/image-api-1784931665452/history/state-r1-20260724T222106390Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/image-api-1784931665452/history/state-r2-20260724T222107069Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/image-api-1784931665452/history/state-r3-20260724T222108527Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/image-api-1784931665452/history/state-r4-20260724T222111922Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/image-api-1784931665452/history/state-r5-20260724T222117142Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/image-api-1784931665452/history/state-r6-20260724T222123778Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/image-api-1784931665452/state.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/image-api-1784931665452/state.previous.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/image-matrix-shared/.mechlex-state.lock","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/image-matrix-shared/history/state-r1-20260724T221403190Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/image-matrix-shared/history/state-r2-20260724T221412765Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/image-matrix-shared/history/state-r3-20260724T221414672Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/image-matrix-shared/history/state-r4-20260724T221418693Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/image-matrix-shared/state.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/image-matrix-shared/state.previous.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/MechLex_Shared_Data_Simulation/.mechlex-state.lock","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/MechLex_Shared_Data_Simulation/history/state-r1-20260724T220705434Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/MechLex_Shared_Data_Simulation/history/state-r2-20260724T221000451Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/MechLex_Shared_Data_Simulation/history/state-r3-20260724T221002009Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/MechLex_Shared_Data_Simulation/history/state-r4-20260724T221007153Z.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/MechLex_Shared_Data_Simulation/state.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/MechLex_Shared_Data_Simulation/state.previous.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/app.js","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/backups/content-backup-initial.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/backups/full-admin-backup-initial.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/backups/README.md","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/CHANGELOG_HE.txt","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/core/boot.js","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/core/inline-editor.js","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/core/integrity.js","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/core/persistence.js","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/core/README.md","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/core/shared-sync.js","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/core/start-local-server.ps1","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/data/mechlex-data.js","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/data/README.md","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/images/catalog.js","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/images/mechlex-icon.svg","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/images/README.md","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/images/README_IMAGES.txt","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/index.html","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/QUALITY_REPORT_HE.txt","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/README.md","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/README_HE.txt","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/SHARED_DATA_PATH.txt","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/START_MECHLEX.bat","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/style.css","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/TEST_REPORT_HE.txt","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/VERSION.txt","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/גיבוי וורד - MechLex_Visual_Admin_Fork/app.js.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/גיבוי וורד - MechLex_Visual_Admin_Fork/backups/content-backup-initial.json.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/גיבוי וורד - MechLex_Visual_Admin_Fork/backups/full-admin-backup-initial.json.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/גיבוי וורד - MechLex_Visual_Admin_Fork/CHANGELOG_HE.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/גיבוי וורד - MechLex_Visual_Admin_Fork/core/boot.js.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/גיבוי וורד - MechLex_Visual_Admin_Fork/core/inline-editor.js.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/גיבוי וורד - MechLex_Visual_Admin_Fork/core/integrity.js.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/גיבוי וורד - MechLex_Visual_Admin_Fork/core/persistence.js.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/גיבוי וורד - MechLex_Visual_Admin_Fork/core/shared-sync.js.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/גיבוי וורד - MechLex_Visual_Admin_Fork/core/start-local-server.ps1.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/גיבוי וורד - MechLex_Visual_Admin_Fork/data/mechlex-data.js.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/גיבוי וורד - MechLex_Visual_Admin_Fork/images/catalog.js.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/גיבוי וורד - MechLex_Visual_Admin_Fork/images/mechlex-icon.svg.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/גיבוי וורד - MechLex_Visual_Admin_Fork/images/README_IMAGES.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/גיבוי וורד - MechLex_Visual_Admin_Fork/index.html.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/גיבוי וורד - MechLex_Visual_Admin_Fork/MANIFEST_SHA256.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/גיבוי וורד - MechLex_Visual_Admin_Fork/package.json.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/גיבוי וורד - MechLex_Visual_Admin_Fork/QUALITY_REPORT_HE.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/גיבוי וורד - MechLex_Visual_Admin_Fork/README_HE.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/גיבוי וורד - MechLex_Visual_Admin_Fork/SHARED_DATA_PATH.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/גיבוי וורד - MechLex_Visual_Admin_Fork/START_MECHLEX.bat.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/גיבוי וורד - MechLex_Visual_Admin_Fork/style.css.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/גיבוי וורד - MechLex_Visual_Admin_Fork/tests/browser-layout.cjs.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/גיבוי וורד - MechLex_Visual_Admin_Fork/tests/browser-smoke.cjs.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/גיבוי וורד - MechLex_Visual_Admin_Fork/tests/build-manifest.cjs.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/גיבוי וורד - MechLex_Visual_Admin_Fork/tests/build-word-backup.py.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/גיבוי וורד - MechLex_Visual_Admin_Fork/tests/README_HE.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/גיבוי וורד - MechLex_Visual_Admin_Fork/tests/shared-sync.cjs.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/גיבוי וורד - MechLex_Visual_Admin_Fork/tests/validate-project.cjs.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/גיבוי וורד - MechLex_Visual_Admin_Fork/TEST_REPORT_HE.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/גיבוי וורד - MechLex_Visual_Admin_Fork/VERSION.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/גיבוי וורד - MechLex_Visual_Admin_Fork/הוראות_התקנה.txt.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/moved-path/הוראות_התקנה.txt","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/app.js","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/backups/content-backup-initial.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/backups/full-admin-backup-initial.json","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/backups/README.md","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/CHANGELOG_HE.txt","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/core/boot.js","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/core/inline-editor.js","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/core/integrity.js","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/core/persistence.js","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/core/README.md","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/core/shared-sync.js","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/core/start-local-server.ps1","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/data/mechlex-data.js","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/data/README.md","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/images/catalog.js","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/images/mechlex-icon.svg","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/images/README.md","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/images/README_IMAGES.txt","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/index.html","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/QUALITY_REPORT_HE.txt","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/README.md","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/README_HE.txt","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/SHARED_DATA_PATH.txt","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/START_MECHLEX.bat","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/style.css","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/TEST_REPORT_HE.txt","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/VERSION.txt","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/גיבוי וורד - MechLex_Visual_Admin_Fork/app.js.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/גיבוי וורד - MechLex_Visual_Admin_Fork/backups/content-backup-initial.json.docx","QA","Yes","No","Incorrect runtime-required label"
"qa/workspaces/normal/גיבוי וורד - MechLex_Visual_Admin_Fork/backups/full-admin-backup-initial.json.docx","QA","Yes","No","Incorrect runtime-required label"
